pergunta,alimentacao,medicamento,controle_glicemico,duvida_geral,resposta,nome_artigo,trecho
Que situação especial é tratada no item 1 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 2 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 3 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 4 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 5 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 6 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 7 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 8 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 9 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
Que situação especial é tratada no item 10 do Capítulo 7?,False,True,False,True,"O capítulo 7 descreve situações como uso prévio de análogos, doses elevadas e doenças intercorrentes.","Protocolo Clínico para Dispensação de Análogos de Insulina para Pacientes com Diabetes Mellitus Tipo 1 – SESA/PR, 2009",Ver Capítulo 7 – Situações Especiais.
